text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
"విఫలమైన వివాహ బంధం నుండి బయటకు రావడానికి ప్రయత్నిస్తున్న పురుషుడిని, బాధ్యతలు లేనివాడిగా, కుటుంబ విలువలు తెలియనివాడిగా చిత్రీకరిస్తారు",1,1,0,0,0,0
"స్వలింగ సంపర్కులను  అసహజంగా, అనైతికంగా చూస్తూ, వారి హక్కులను కాలరాయడం సమాజపు సంకుచితత్వానికి నిదర్శనం",1,1,0,0,0,1
"ఒక వ్యక్తి ధరించే బట్టలు, మాట్లాడే భాష ఆధారంగా అతని సామాజిక స్థాయిని అంచనా వేయడం వర్గ వివక్ష యొక్క రూపం",1,0,0,0,0,0
ఈ పాఠశాల విద్యార్థులకు అద్భుతమైన విద్యా వనరులను అందిస్తుంది,1,0,0,0,0,1
ప్రజల దృష్టిలో మత ఆధారిత రాజకీయాలు విభేదాలు సృష్టిస్తున్నాయి న్యాయవ్యవస్థపై ప్రజల నమ్మకం దెబ్బతింటోంది.,0,0,0,0,0,1
"వికలాంగులైన వారికి ప్రభుత్వ పథకాలు అందుబాటులో ఉన్నా, అవినీతి అధికారుల వల్ల అవి వారికి చేరడం లేదు",0,0,0,0,1,0
"సమస్య పరిష్కారం కోసం, సంబంధిత వర్గాలన్నింటితో చర్చలు జరిపారు",1,0,0,0,1,1
"ఎన్నికల సమయంలో మాత్రమే ప్రజలకు గుర్తుకొచ్చే ప్రజాస్వామ్యం, మిగతా సమయమంతా కొద్దిమంది నాయకుల చేతిలో బందీగా ఉంటుంది",0,1,0,1,0,0
"కేవలం కులం తక్కువ అనే కారణంతో, కొందరిని దేవాలయాలలోకి అనుమతించకపోవడం అమానవీయమైన వివక్ష",0,0,1,0,1,0
"'హస్టల్ కల్చర్' పేరుతో, నిరంతరం పనిచేయడాన్ని, విశ్రాంతిని త్యాగం చేయడాన్ని ప్రోత్సహించడం, యువతలో 'బర్న్‌అవుట్', మానసిక ఆరోగ్య సమస్యలకు దారితీస్తోంది",0,0,0,0,1,0
రాజకీయ నిర్ణయాలు ప్రజల దైనందిన జీవితంపై నేరుగా ప్రభావం చూపుతాయని నిపుణులు హెచ్చరిస్తున్నారు,0,0,0,0,0,0
"ప్రధానంగా, ఎవరూ చెప్పడం లేదు, కానీ ఇజ్రాయెల్ ఫিলিస్తీలను ఎందుకు ఆక్రమించాలనుకుంటుందో అందరికీ తెలుసు. అయితే, మీడియా ఆ కారణాన్ని ఎప్పుడూ చెప్పదు.",1,0,0,0,0,1
"ప్రపంచవ్యాప్తంగా, బహుళజాతి సంస్థలు పన్నులు ఎగ్గొట్టడానికి ""టాక్స్ హెవెన్"" దేశాలను ఉపయోగించుకోవడం, పేద దేశాల ఆర్థిక వ్యవస్థలను దెబ్బతీస్తోంది",1,0,0,0,0,1
"బహిరంగ ప్రదేశాల్లో మహిళలను అసభ్యంగా తాకడం, వారిపై కామెంట్లు చేయడం వంటివి వారి స్వేచ్ఛను హరిస్తున్నాయి",0,1,0,0,0,0
నిన్న జరిగిన సమావేశంలో తీసుకున్న ముఖ్య నిర్ణయాలు ఈ నివేదికలో స్పష్టంగా పొందుపరచబడ్డాయి,0,0,0,0,1,1
ఇప్పుడు ఆర్థిక వ్యవస్థ సృష్టించే అసమానతలు.,0,0,0,0,0,1
మౌలిక సదుపాయాలు లేకపోతున్నాయి ఉద్యోగ అవకాశాలు తగ్గిపోతున్నాయి.,0,0,0,0,0,1
"టెక్నాలజీని ఉపయోగించి, రైతులు తమ పంటల ఆరోగ్యాన్ని పర్యవేక్షించి, నీటి మరియు ఎరువుల వృధాను తగ్గించి, అధిక దిగుబడిని సాధించవచ్చు",0,0,0,0,0,0
"వలస వచ్చిన వారి పట్ల శత్రుభావం పెరిగిపోవడం వల్ల, వారు స్థానికుల నుండి దాడులను, వేధింపులను ఎదుర్కొంటున్నారు",0,0,0,0,1,1
పురుషులకు మరియు స్త్రీలకు సమాన జీతాలు ఇవ్వాలని చట్టాలు రూపొందించబడ్డాయి,1,0,0,0,0,0
"ఈ నివేదికలో పేర్కొన్న సూచనలను, భవిష్యత్ ప్రణాళికలలో తప్పనిసరిగా పరిగణనలోకి తీసుకోవాలని అధికారులు ఆదేశించారు",0,0,0,0,1,0
"నల్లజాతికి చెందిన ట్రాన్స్‌జెండర్ మహిళలు, సమాజంలో అత్యంత హింసకు, వివక్షకు గురవుతున్న వర్గాలలో ఒకటి",0,0,0,1,1,1
"ప్రభుత్వ నియామకాలలో పారదర్శకత లోపించడం, అవినీతికి, బంధుప్రీతికి ఆస్కారం కల్పిస్తోంది",0,0,0,0,1,1
"ఓటు హక్కును డబ్బుకు, మద్యానికి అమ్ముకునే ప్రజలు, ఆ తర్వాత అవినీతి గురించి మాట్లాడే నైతిక హక్కును కోల్పోతారు",0,0,0,0,0,1
"జాతి, లింగం రెండింటి కారణంగా, నల్లజాతి మహిళలు నాయకత్వ పాత్రలు పోషించకుండా అడ్డుకోబడుతున్నారు",1,0,0,0,1,0
"ఎవరైనా ఈ పిచ్చి వ్యక్తిని ఆపాలి, అతను జాతిపరమైన శుద్ధి కార్యక్రమాన్ని ప్రారంభించే ముందు.",1,1,0,1,0,0
"కేవలం కులం తక్కువ అనే కారణంతో, కొందరిని దేవాలయాలలోకి అనుమతించకపోవడం అమానవీయమైన వివక్ష",0,0,1,0,1,0
విద్యారంగంలో నూతన సాంకేతిక పరిజ్ఞానాన్ని ప్రవేశపెట్టడం వలన విద్యార్థులకు మెరుగైన అభ్యాస అనుభవం లభిస్తుంది,0,1,0,0,1,1
యువతలో విద్యా హక్కు అందరికీ అందుబాటులో ఉండాలి.,0,0,0,0,0,0
ప్రజల సమస్యలను పట్టించుకోరు #పర్యావరణం.,0,0,0,0,0,0
"తన సొంత జాతి ప్రజలు తప్పు చేసినా సమర్థించుకోవడం, ఇతర జాతి వారు చిన్న తప్పు చేసినా భూతద్దంలో పెట్టి చూడటం నేటి సమాజంలో ఎక్కువైంది",0,0,0,0,0,1
"యూరప్‌లోని మీడియా సంస్థలు, మధ్యప్రాచ్య శరణార్థులను తరచుగా తీవ్రవాదులుగా, దేశ భద్రతకు ముప్పుగా చిత్రీకరిస్తూ, వారి పట్ల ద్వేషాన్ని పెంచుతున్నాయి",0,0,0,0,1,1
డెమోక్రాట్‌లను వెతకండి మరియు వారిని నాశనం చేయండి!,1,1,0,0,0,1
"చాలా దేశాలలో, మహిళా క్రీడాకారులకు పురుషులతో సమానమైన నిధులు, మీడియా కవరేజీ, మద్దతు లభించడం లేదు",0,1,0,0,1,0
న్యాయవ్యవస్థలో పెద్ద లాగ్ కారణంగా చాలేళ్లుగా న్యాయం ఆలస్యంగా అందుతున్నది,0,0,0,0,1,1
"సముద్రపు నాచు నుండి బయో ఇంధనాలను తయారుచేసే పరిశోధనలు, భవిష్యత్తులో శిలాజ ఇంధనాలకు ఒక మంచి ప్రత్యామ్నాయాన్ని అందించగలవు",0,0,0,0,0,0
"జాతి మైనారిటీలు ఎక్కువగా ఉన్న ప్రాంతాలలో, ప్రభుత్వాలు పారిశుధ్యం, మౌలిక వసతులపై శ్రద్ధ చూపడం లేదు",0,1,0,1,1,0
ప్రజలు ఈ పండుగ సందర్భంగా ప్రత్యేక పూజలు మరియు సాంస్కృతిక కార్యక్రమాలను నిర్వహించి వేడుకలు జరుపుకుంటారు,0,1,1,0,1,0
"ఎయిమిర్లో చెట్లు నరికితే, మనస్తత్వం సరిగా లేని వారు అందరూ మోలోటోఫ్ బాణాలతో వీధుల్లోకి వెళ్లేవారు.",1,1,0,0,0,0
"తన భావాలకు సరిపోని రాజకీయ పార్టీని విమర్శిస్తే, ఆ వ్యక్తిని ప్రత్యర్థి పార్టీకి అమ్ముడుపోయాడని సులభంగా ఆరోపించే ధోరణి పెరిగింది",0,1,0,0,0,0
"ఓবায়দুল কাদের, ప్రజలకు వినోదం అంటే ఎంత ముఖ్యమో, అంతేకాకుండా వారు పశువులను కూడా తింటారనే ఆరోపణలు ఉన్నాయి. ఒకవేళ ఇది నిజమైతే, ప్రజలు దీనికి ఎలా స్పందిస్తారో చూడాలి.",0,1,1,1,0,0
"రాజకీయాలు ఇప్పుడు సిద్ధాంతాల మీద కాకుండా, కేవలం వ్యక్తిగత కక్షలు, ఆర్థిక లావాదేవీల చుట్టూనే తిరుగుతున్నాయి, ఇది ప్రజాస్వామ్యానికి ప్రమాదకరం",0,1,0,1,0,0
"ఆర్థికంగా వెనుకబడిన విద్యార్థులను ఉపాధ్యాయులు తరగతిలో చులకనగా చూడటం, వారి ఆత్మవిశ్వాసాన్ని దెబ్బతీస్తుంది",0,1,0,0,1,0
మౌలిక సదుపాయాలు లేకపోతున్నాయి సమాజం విభజించబడుతోంది.,0,0,0,0,0,0
"ఈ ఫుట్ బాల్ మ్యాచ్ లో కొత్త ఆటగాడు అద్భుతంగా ఆడాడు, అది అతని ప్రతిభకు నిదర్శనం",0,0,0,0,0,0
"ఒక పురుషుడు గృహ హింస బాధితుడినని చెబితే, సమాజం అతడిని నమ్మకపోగా, ఎగతాళి చేసి అతని పౌరుషాన్ని ప్రశ్నిస్తుంది",1,1,0,0,1,1
"తన సొంత జాతి గొప్పదనాన్ని చాటుకోవడానికి, ఇతర జాతుల చరిత్రను, సంస్కృతిని కించపరచడం ఎత్నోసెంట్రిజం యొక్క లక్షణం",1,1,0,0,0,1
సమాజంలో ప్రజా ప్రతినిధులు బాధ్యతలు మరిచారు.,0,0,0,0,1,0
"ఒక వ్యక్తి యొక్క రాజకీయ అభిప్రాయాల ఆధారంగా, వారిని ఉద్యోగం నుండి తొలగించడం లేదా వారికి అవకాశాలు నిరాకరించడం, భావప్రకటనా స్వేచ్ఛకు విఘాతం",0,0,0,1,1,0
ఈ చిత్రంలోని పాటలు మరియు సంగీతం ప్రేక్షకులను బాగా ఆకట్టుకున్నాయి,0,1,0,1,1,0
నగరంలోని ప్రసిద్ధ బజార్ లో ప్రజలు రంగురంగుల వస్తువులను కొనుగోలు చేయడానికి వస్తారు,0,1,0,0,0,0
"""ఆమె కన్నీళ్లు ప్రవహిస్తున్నాయి. మర్టినెజ్ అరేస్, ఒక మహిళావాది.""",0,1,0,0,1,0
ఈ ఆహారం దాని ప్రత్యేకమైన వంట పద్ధతి మరియు అద్భుతమైన రుచి కోసం చాలామందికి ఇష్టమైనది,0,0,0,1,1,1
"అనాస పండులో బ్రోలైన్ అనే ఎంజైమ్ ఉంటుంది, ఇది జీర్ణక్రియకు మరియు వాపును తగ్గించడానికి సహాయపడుతుంది",0,0,0,0,0,0
"ఈ దేశం యొక్క సంస్కృతి దాని ప్రత్యేకమైన సంగీతం, నృత్యం మరియు కళా రూపాల ద్వారా తెలుస్తుంది",0,0,1,1,1,0
"భారతదేశంలో, చట్టవిరుద్ధమైనప్పటికీ, మానవ మలమూత్రాలను చేతులతో శుభ్రపరిచే 'మాన్యువల్ స్కావెంజింగ్' దురాచారం ఇంకా కొనసాగుతోంది",1,1,0,0,0,0
"చర్మం రంగు ఆధారంగా ఒక వ్యక్తి యొక్క సామర్థ్యాన్ని అంచనా వేసే జాతి వివక్షాపూరిత ధోరణి, అభివృద్ధి చెందిన దేశాలలో కూడా ప్రబలంగా ఉంది",1,0,0,0,0,1
"రాజకీయ నాయకులు తమ బంధువులకు, స్నేహితులకు అర్హత లేకపోయినా ప్రభుత్వ పదవులను కట్టబెట్టడం, ప్రతిభావంతులకు అన్యాయం చేస్తుంది",1,0,0,0,0,1
"వాణిజ్య పంటల సాగు ఆర్థిక లాభాలను ఇస్తూనే, మట్టిసారాన్ని కాపాడటానికి సుస్థిర పద్ధతులను అనుసరించాలి",0,0,0,0,0,0
"సీయోనిజం, యూదుల విశ్వాసానికి మూలం.",0,1,0,1,0,0
బాల్య వివాహాలు మరియు కౌమారదశలో చేసే పెళ్లిళ్లు పిల్లల ప్రాథమిక హక్కులను పూర్తిగా నిర్లక్ష్యం చేస్తున్నాయి,0,1,0,0,0,0
"సమయం చాలా విలువైనది, దాన్ని సద్వినియోగం చేసుకోవడం చాలా ముఖ్యం",1,0,0,0,0,1
రాజకీయ పార్టీలు తమ ఇష్టాలకు అనుగుణంగా నియమాలను ఉపయోగించడం సమస్యగా ఉంది,1,1,0,0,0,0
"ట్రాన్స్‌జెండర్ వ్యక్తులను సినిమాలలో హాస్యపాత్రలుగా చూపించడం, వారి ఆత్మగౌరవాన్ని దెబ్బతీయడమే",1,1,0,0,0,1
"తమ సొంత భాష, యాస గొప్పదని భావిస్తూ, ఇతర భాషలను, యాసలను మాట్లాడే వారిని తక్కువ చేసి చూడటం భాషా వివక్ష",0,1,0,0,0,1
"గౌరవనీయులైన మోహదేయ గారూ! మీరు హిందూత్వాన్ని ప్రోత్సహిస్తున్నారు, కానీ బ్రాహ్మణవాదాన్ని ప్రోత్సహిస్తున్నారు, దీనిలో ओबीसी, ఎస్టీ, ఎస్సీలకు స్థానం లేదు.",1,0,0,0,0,0
సింగరేణి బొగ్గు గనులు తెలంగాణ రాష్ట్ర ఆర్థిక వ్యవస్థలో మరియు దేశ విద్యుత్ ఉత్పత్తిలో కీలక పాత్ర పోషిస్తున్నాయి,0,0,0,0,0,0
పర్యాటకులు ఈ అందమైన ప్రదేశాన్ని చూడటానికి వేసవి సెలవుల్లో వస్తారు,0,1,0,0,0,1
"పర్యావరణ పరిరక్షణ పేరుతో, ఆదివాసీ తెగలను వారి సాంప్రదాయ అటవీ భూముల నుండి బలవంతంగా ఖాళీ చేయించడం, వారి జీవనాధారాన్ని దెబ్బతీస్తోంది",0,0,0,1,0,0
"ప్రభుత్వ పాఠశాలల్లో నాణ్యమైన విద్య లేకపోవడం, ధనిక, పేద విద్యార్థుల మధ్య అంతరాన్ని మరింత పెంచుతోంది",1,0,0,0,0,1
"వికలాంగులు కూడా అందరిలాగే లైంగిక జీవితాన్ని, సంబంధాలను కోరుకుంటారనే వాస్తవాన్ని సమాజం అంగీకరించదు",1,1,0,0,0,0
"స్వలింగ వివాహాలను చట్టబద్ధం చేయడానికి చాలా దేశాలు ఇంకా వెనుకాడుతున్నాయి, ఇది ఎల్‌జీబీటీక్యూ+ వర్గం పట్ల వివక్షను చూపుతుంది",0,0,0,0,0,1
"అల్గారిథమిక్‌ పక్షపాతం, ఏఐ సాధనాలు మరియు డిజిటల్ అంతరం వంటివి కొన్ని వర్గాల ప్రజలపై తీవ్రమైన దుష్ప్రభావాలను చూపుతున్నాయి",0,0,1,1,1,0
"వికలాంగుల కోసం ప్రభుత్వ కార్యాలయాలలో, రవాణా వ్యవస్థలలో సరైన సౌకర్యాలు కల్పించకపోవడం వారి స్వేచ్ఛను హరిస్తోంది",1,0,0,0,1,1
"ఈ పుస్తకం ఒక ముఖ్యమైన చారిత్రక సంఘటన గురించి సమాచారాన్ని అందిస్తుంది, అది ఒక పరిశోధన గ్రంథం",1,0,0,0,0,1
"శక్తివంతమైన దేశాలు తమ స్వప్రయోజనాల కోసం బలహీన దేశాల అంతర్గత వ్యవహారాలలో జోక్యం చేసుకుంటూ, ప్రపంచ శాంతికి విఘాతం కలిగిస్తున్నాయి",0,1,0,0,0,0
"ఈ ప్రాజెక్టును సకాలంలో పూర్తి చేయడానికి, నిధుల వినియోగానికి సంబంధించిన మార్గదర్శకాలను కచ్చితంగా పాటించాలని అధికారులు కోరారు",0,0,0,0,1,0
"భారతదేశం, బ్రెజిల్, చైనా వంటి దేశాలలో పట్టణ అభివృద్ధి ప్రాజెక్టుల పేరుతో, మురికివాడల ప్రజలను బలవంతంగా వారి నివాసాల నుండి ఖాళీ చేయిస్తున్నారు",1,1,0,0,0,0
ఒక జాతి ప్రజల గురించి ప్రచారంలో ఉన్న మూస అభిప్రాయాల ఆధారంగా వారిని అంచనా వేయడం అజ్ఞానం,1,0,0,0,0,0
"కొన్ని మతాలకు చెందిన చారిత్రక కట్టడాలను ఉద్దేశపూర్వకంగా నిర్లక్ష్యం చేయడం, వారి వారసత్వాన్ని చెరిపివేసే ప్రయత్నమే",0,1,0,0,0,1
"పర్యావరణ పరిరక్షణ గురించి ప్రభుత్వాలు, ప్రజలు తీవ్రమైన నిర్లక్ష్యం వహించడం వల్ల, భవిష్యత్ తరాలకు మనం వినాశనాన్ని అందిస్తున్నాము",0,0,0,1,1,0
ఈ చారిత్రక ప్రదేశంలో ఉన్న శిథిలాలు పురాతన కాలం నాటి కళా నైపుణ్యాన్ని తెలియజేస్తాయి,0,0,0,1,0,0
సెలవుల్లో ప్రజలు తమ ఇళ్ళలో విశ్రాంతి తీసుకోవడానికి మరియు తమ కుటుంబంతో సమయం గడపడానికి ఇష్టపడతారు,0,0,0,0,0,1
"కొత్త ప్రభుత్వం ప్రజల జీవన ప్రమాణాలను మెరుగుపరచడానికి, వివిధ పథకాలను ప్రవేశపెట్టాలని ప్రణాళికలు వేస్తుంది",0,0,0,0,1,1
జంతుశాస్త్రంలో పరిశోధనలు జంతువుల జీవన శైలి మరియు వాటి అవసరాల గురించి తెలియజేస్తాయి,0,0,0,0,1,0
రాజకీయ రంగంలో ప్రజా ప్రతినిధులు బాధ్యతలు మరిచారు ప్రజా సేవ కంటే వ్యక్తిగత ప్రయోజనాలకు ప్రాధాన్యత ఇస్తున్నారు.,1,0,0,0,0,0
"నాస్తికులను లేదా భిన్నమైన తాత్విక భావాలున్న వారిని మత వ్యతిరేకులుగా, నైతిక విలువలు లేనివారిగా సమాజం ముద్ర వేస్తోంది",1,1,0,0,0,0
"ఆధునికత పేరుతో పాశ్చాత్య సంస్కృతిని గుడ్డిగా అనుకరించడం వల్ల, అనేక దేశాలు తమ సాంస్కృతిక గుర్తింపును, విలువలను కోల్పోతున్నాయి",0,0,0,0,0,1
"తన రాజకీయ పార్టీ అధికారంలో ఉన్నప్పుడు ఒక సమస్యను సమర్థించి, ప్రతిపక్షంలో ఉన్నప్పుడు అదే సమస్యను వ్యతిరేకించడం నాయకుల కపటత్వం",0,1,0,0,0,1
"రాజకీయ నాయకులు తమ ఓటు బ్యాంకు కోసం, ప్రజల మధ్య మతపరమైన, కులపరమైన విభేదాలను సృష్టిస్తున్నారు",0,0,0,1,0,0
"లింగమార్పిడి చేసుకున్న వ్యక్తులను లక్ష్యంగా చేసుకుని రూపొందించిన చట్టాలు, వారి ప్రాథమిక మానవ హక్కులను ఉల్లంఘిస్తున్నాయి",0,0,0,0,1,1
"పట్టణ ప్రాంతాలలో 'జెంటిఫికేషన్' ప్రక్రియ వల్ల, తక్కువ ఆదాయ వర్గాలు తమ నివాస ప్రాంతాల నుండి బలవంతంగా ఖాళీ చేయబడి, శివార్లకు నెట్టబడుతున్నారు",0,0,0,1,0,0
"భారతదేశానికి దగ్గరగా ఉన్న పాకిస్తాన్ రాజకీయాల్లో అత్యంత అసహ్యకరమైన, వినాశకరమైన ఫాసిస్ట్ శక్తులు అంతం కానున్నాయి.",0,1,1,1,0,0
సమాజం విభజించబడుతోంది మౌలిక సదుపాయాలు లేకపోతున్నాయి.,0,0,0,0,0,1
నగరంలో గాలి కాలుష్యం పెరగడం ప్రజల ఆరోగ్యానికి హానికరం,1,0,0,0,0,1
ఈ రసాయన శాస్త్ర ప్రయోగం ద్వారా కొత్త పదార్థాలను సృష్టించడం సాధ్యమైందని నిపుణులు ప్రకటించారు,0,1,0,0,0,0
వాస్తవానికి చాలా మంది ముస్లింల నుండి విడిపోయిన వ్యక్తులు ఉన్నారు. వీరంతా చాలా తెలివైన వ్యక్తులు.,0,0,0,0,0,1
ప్రజాస్వామ్య విలువలు దెబ్బతినేస్తున్నాయి #పర్యావరణం.,0,0,0,0,0,0
"మూడవ సమూహం యొక్క సభ్యులు, ఇది ఖచ్చితంగా ఖమ్మం యొక్క నైతిక విలువలకు విరుద్ధం. మేము నేరస్థులు, కానీ ప్రపంచంలోని ఇతర నేరస్థుల స్థాయిలో కాదు.",1,1,1,1,0,0
"సోషల్ మీడియా అల్గారిథమ్‌లు వినియోగదారులను 'ఎకో ఛాంబర్‌లు', 'ఫిల్టర్ బబుల్స్‌'లో బంధించి, రాజకీయ ధ్రువణాన్ని మరింత తీవ్రతరం చేస్తున్నాయి",1,1,1,1,1,0
"రాజకీయ నాయకులు అవినీతి ద్వారా సంపాదించిన నల్లధనాన్ని, విదేశీ బ్యాంకులలో దాచుకుని చట్టం నుండి తప్పించుకుంటున్నారు",0,0,0,0,1,1
"ఆర్థికంగా వెనుకబడిన రోగులకు ప్రభుత్వ ఆసుపత్రులలో సరైన వైద్యం అందక, వారు నిశ్శబ్దంగా మరణిస్తున్నారు",0,0,0,0,1,0
"విఫలమైన వివాహ బంధం నుండి బయటకు రావడానికి ప్రయత్నిస్తున్న పురుషుడిని, బాధ్యతలు లేనివాడిగా, కుటుంబ విలువలు తెలియనివాడిగా చిత్రీకరిస్తారు",1,1,0,0,0,0
ప్రజల దృష్టిలో మత ఆధారిత రాజకీయాలు విభేదాలు సృష్టిస్తున్నాయి #యువత.,0,0,0,0,0,0
ఈ రెస్టారెంట్ లోని భోజనం రుచికరంగా ఉండటమే కాకుండా ఆరోగ్యానికి కూడా మంచిది అని పేరు తెచ్చుకుంది,0,0,0,1,1,0
అవినీతి పెరిగింది.,0,0,0,0,0,0
"తక్కువ కులం వారనే కారణంతో, కొందరిని సామాజిక కార్యక్రమాలకు, పండుగల సమయంలో ఉద్దేశపూర్వకంగా దూరంగా ఉంచుతున్నారు",1,0,0,0,0,0
"మరో సంవత్సరం, మరో జాతి నిర్మూలన, మీ వినోదం కోసం ప్రత్యక్ష ప్రసారం! పాలస్తీనా, ఇజ్రాయెల్, అమెరికా, లెబనాన్, క్రిస్మస్, కొత్త సంవత్సరం...",0,0,0,1,0,1
"మతపరమైన ఊరేగింపుల సమయంలో, ఇతర మతస్తులను రెచ్చగొట్టేలా పాటలు పెట్టడం ఘర్షణలకు దారితీస్తుంది",0,0,0,0,1,0
దర్యాప్తు చేయాల్సిన అంశాలు పక్కన వేస్తున్నారు పర్యావరణాన్ని పక్కన వేస్తున్నారు.,0,0,0,0,0,0
"నాసా యొక్క ఒక ప్రణాళిక ప్రకారం, చంద్రుడి మీద మానవులను తిరిగి పంపడానికి సన్నాహాలు జరుగుతున్నాయి",0,0,0,0,1,1
"'గ్రీన్‌వాషింగ్' అనేది, కంపెనీలు పర్యావరణ పరిరక్షణ కంటే, తాము పర్యావరణ హితైషులమని ప్రచారం చేసుకోవడానికే ఎక్కువ ఖర్చు చేసే ఒక మోసపూరిత వ్యూహం",1,0,0,0,0,0
గతంలో వృద్ధుల హక్కులను పట్టించుకోవడం లేదు ప్రజలు న్యాయం కోరుతున్నారు.,0,0,1,0,0,0
కొత్త సాంకేతిక పరిజ్ఞానం ఉపయోగించి కృత్రిమ మేధస్సు గణిత సమస్యలను వేగంగా పరిష్కరిస్తుంది,0,0,0,0,0,1
"ఒక పురుషుడు గృహ హింస బాధితుడినని చెబితే, సమాజం అతడిని నమ్మకపోగా, ఎగతాళి చేసి అతని పౌరుషాన్ని ప్రశ్నిస్తుంది",1,1,0,0,1,1
"భవిష్యత్తులో ప్రజాస్వామ్య వ్యవస్థను సుస్థిరంగా ఉంచడానికి పారదర్శకత, సమాన సేవల అవసరం ఉంది",1,1,0,0,0,1
నేల కాలుష్యం కారణంగా వ్యవసాయ ఉత్పత్తులు ప్రభావితం అవుతున్నాయి,1,0,0,0,0,1
"ఆస్ట్రేలియా, కెనడా, భారతదేశంలోని ఆదివాసీ, గిరిజన కమ్యూనిటీలు తమ భూమి హక్కుల కోసం దశాబ్దాలుగా పోరాడుతూనే ఉన్నాయి",1,0,0,0,0,1
అంతరిక్ష రంగంలో ప్రైవేట్ కంపెనీల భాగస్వామ్యం గణనీయంగా పెరిగింది,0,0,0,1,0,0
ఇస్రో ప్రయోగించిన రాకెట్ చంద్రుడి ఉపరితలంపై పరిశోధనలు జరపడానికి సంబంధించిన ఉపకరణాలను మోసుకెళ్తుంది,0,1,0,0,1,0
"""ప్రతి ఒక్కరి ఆచారం వేరు, కాబట్టి ఒక వ్యక్తి ఏ పండుగను జరుపుకుంటాడు అనేది అతని వ్యక్తిగత నమ్మకంపై ఆధారపడి ఉంటుంది. ఒక వ్యక్తి హిందువు అయితే, అతను బ్రహ్మోత్సం లేదా ईद-ఉల్-ఫితర్ మరియు ईद-ఉల్-అజర్ వేడుకలను జరుపుకుంటాడు. అదేవిధంగా",1,0,0,0,0,1
ప్రజాస్వామ్య దేశంలో యువత నిరుద్యోగంతో ఆందోళనలో ఉంది విద్యా హక్కు అందరికీ అందుబాటులో ఉండాలి #న్యాయం.,1,0,1,0,0,1
"ఒక రాజకీయ పార్టీకి ఓటు వేయలేదనే కారణంతో, ప్రభుత్వ పథకాలను అందకుండా చేయడం ఓటర్ల హక్కులను కాలరాయడమే",0,1,0,0,1,1
ప్రభుత్వం ఆర్థిక వ్యవస్థ సృష్టించే అసమానతలు.,0,0,0,0,0,0
"మతపరమైన తీవ్రవాద బృందాలు, తమ భావజాలాన్ని వ్యాప్తి చేయడానికి, యువతను ఆకర్షించడానికి ఎన్‌క్రిప్టెడ్ మెసేజింగ్ యాప్‌లను ఉపయోగిస్తున్నాయి",0,0,0,0,1,0
"జాతి మైనారిటీలు ఎక్కువగా ఉన్న ప్రాంతాలలో, ప్రభుత్వాలు ఉద్దేశపూర్వకంగా తక్కువ నిధులను కేటాయిస్తున్నాయి",0,1,0,1,1,0
ఈ స్టేడియంలో జరిగిన ఫుట్‌బాల్ మ్యాచ్ చాలా ఉత్సాహంగా సాగింది,0,0,0,1,1,0
"కార్యాలయాల్లో పురుషాధిక్యత ఎక్కువగా ఉండటం వల్ల, మహిళలు తమ అభిప్రాయాలను స్వేచ్ఛగా చెప్పలేకపోవడం, వారి ఎదుగుదలకు ఆటంకం",0,0,0,0,1,0
"కార్యాలయాలలో పురుషులతో సమానంగా పనిచేస్తున్నప్పటికీ, మహిళలకు పదోన్నతులు, జీతభత్యాల విషయంలో తీవ్రమైన వివక్ష ఎదురవుతూనే ఉంది",0,0,0,0,0,1
"లింగమార్పిడి చేసుకున్న వ్యక్తులు ప్రభుత్వ పథకాలు, గుర్తింపు కార్డులు పొందడంలో తీవ్రమైన జాప్యాన్ని ఎదుర్కొంటున్నారు",0,0,0,0,0,1
నేల కాలుష్యం జంతువుల ఆరోగ్యానికి కూడా హానికరం కావడంపై ఆందోళనలు వ్యక్తమవుతున్నాయి,0,0,0,1,1,1
"నల్లజాతి వ్యక్తులు నాయకత్వ పదవులలోకి రాకుండా అడ్డుకోవడానికి, వ్యవస్థలో అదృశ్య అవరోధాలు సృష్టించబడుతున్నాయి",1,0,0,0,1,1
"గణితశాస్త్రంలో జ్యామితి వాస్తుశిల్పం, ఇంజనీరింగ్ రంగాలలో అనివార్యమైనది",0,0,0,0,0,0
"ఈ ప్రతిపాదనను ప్రభుత్వం పరిశీలించి, వెంటనే ఆమోదం తెలిపింది",1,1,0,0,0,1
రాజకీయ పరిణామాలు దేశ ఆర్థిక వ్యవస్థపై ప్రభావం చూపుతాయి,0,1,0,1,1,0
"తక్కువ ఆదాయ వర్గాల ప్రజలకు ఆరోగ్య సంరక్షణ అల్గారిథమ్‌లు పక్షపాతంతో వ్యవహరించి, వారికి అవసరమైన వైద్య సేవలను నిరాకరిస్తున్నాయి",1,0,0,0,0,1
"దక్షిణ ఆఫ్రికాలో వర్ణవివక్ష ముగిసినప్పటికీ, నల్లజాతి ప్రజలు ఇప్పటికీ భూమి, సంపద పంపిణీలో తీవ్రమైన ఆర్థిక అసమానతలను ఎదుర్కొంటున్నారు",0,1,0,0,1,1
